loss,seed,injected,dropped,claimed,sha,size,transport,harness,payload_sha256,ts
0.20,1,2072,460,DELIVERED,MATCH,262144,zmq,clean;dup_in=796,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:35:12Z
0.20,2,2121,477,DELIVERED,MISMATCH,262144,zmq,clean;dup_in=803,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:37:47Z
0.20,3,2169,460,DELIVERED,MISMATCH,262144,zmq,clean;dup_in=836,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:40:29Z
0.30,1,2459,735,DELIVERED,MISMATCH,262144,zmq,clean;dup_in=970,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:44:03Z
0.30,2,2769,941,DELIVERED,MISMATCH,262144,zmq,clean;dup_in=1117,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:48:29Z
0.30,3,2701,857,DELIVERED,MATCH,262144,zmq,clean;dup_in=1090,a93c3523ca04cfb6d2e630373d357b2d53ae72dc73946c3d5274866ca67b7f79,2026-08-11T15:52:30Z
