loss,seed,injected,dropped,claimed,sha,size,transport,payload_sha256,ts
0.30,1,579,127,FAILED,MISMATCH,32768,zmq,cb64ca2e247f110c9c3d83485abb51058a96fe91c7007e4ea27f6dead804a6ef,2026-07-29T11:31:34Z
0.30,2,558,172,FAILED,MISMATCH,32768,zmq,cb64ca2e247f110c9c3d83485abb51058a96fe91c7007e4ea27f6dead804a6ef,2026-07-29T11:34:13Z
0.30,3,519,186,FAILED,MISMATCH,32768,zmq,cb64ca2e247f110c9c3d83485abb51058a96fe91c7007e4ea27f6dead804a6ef,2026-07-29T11:36:47Z
